age,education,marital_status,occupation,bloodline,gender,hours_per_week,income_bracket,magical_artifact_possession_score,magical_artifact_power_level,number_of_spells_mastered,gringotts_approved_loan
24,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,55.0,>50 Galleons,26636,48922.8,36,Yes
19,Specialism in a magical field,Never-married,Magical Shop Owner,Pureblood,Female,20.0,<=50 Galleons,72511,76602.8,18,Yes
41,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Male,65.0,<=50 Galleons,36147,47480.600000000006,22,No
33,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Half-blood,Male,,<=50 Galleons,81965,85606.0,20,Yes
40,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,81410,89641.0,25,No
38,Hogwarts Graduate,Never-married,Magical Shop Owner,Pureblood,Male,40.0,<=50 Galleons,55281,72509.8,23,Yes
29,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Female,40.0,>50 Galleons,73793,84884.4,44,No
36,Specialism in a magical field,Married,Magical Transportation,Half-blood,Male,70.0,<=50 Galleons,24743,48033.4,23,No
26,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,65.0,<=50 Galleons,28743,42450.4,24,Yes
50,Hogwarts Graduate,Separated,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,27259,37666.2,13,No
47,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,45.0,<=50 Galleons,8208,28341.4,15,No
46,Dropout,Married,Magical Shop Owner,Half-blood,Female,50.0,<=50 Galleons,35971,50155.8,17,No
23,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Female,20.0,<=50 Galleons,80993,82873.4,26,No
41,Specialism in a magical field,Widowed,Hogwarts Professor,Pureblood,Male,50.0,<=50 Galleons,75742,90231.6,-10000,Yes
28,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Female,30.0,<=50 Galleons,82126,89623.8,28,No
18,Hogwarts Graduate,Never-married,Magical Librarian,Half-blood,Male,,<=50 Galleons,48697,68658.6,25,No
40,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,40.0,<=50 Galleons,11759,25041.2,19,Yes
59,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,34.0,<=50 Galleons,75505,76988.0,14,Yes
57,Dropout,Married,Other,Half-blood,Male,35.0,<=50 Galleons,14970,32974.0,22,No
51,Specialism in a magical field,Married,Magical Librarian,Half-blood,Male,,>50 Galleons,66764,79812.20000000001,44,Yes
30,Hogwarts Graduate,Divorced,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,28246,45935.8,25,No
31,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,69782,78445.6,23,Yes
43,Hogwarts Graduate,Married,Other,Half-blood,Male,50.0,<=50 Galleons,79534,89986.20000000001,26,Yes
31,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,92447,92213.6,21,Yes
33,Charms Scholar,Never-married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,59126,76627.8,41,No
40,Specialism in a magical field,Married,Other,Half-blood,Male,45.0,>50 Galleons,34219,54794.2,34,Yes
35,Specialism in a magical field,Married,Potioneer,Half-blood,Male,52.0,<=50 Galleons,5731,29740.8,15,Yes
31,Specialism in a magical field,Never-married,Magical Shop Owner,Veiled Heritage,Female,25.0,<=50 Galleons,-411,15435.2,27,No
21,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Male,35.0,<=50 Galleons,85962,97165.6,17,No
27,Hogwarts Graduate,Never-married,Magical Shop Owner,Veiled Heritage,Non-binary,40.0,<=50 Galleons,22536,43657.8,17,No
35,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Female,,<=50 Galleons,37034,47418.2,13,No
42,Aurors Specialism,Divorced,Auror,Muggle born,Male,,>50 Galleons,45817,58176.6,37,No
36,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,40.0,<=50 Galleons,5534,24915.2,28,Yes
38,Specialism in a magical field,Never-married,Other,Half-blood,Female,25.0,<=50 Galleons,59522,74401.6,27,No
26,Specialism in a magical field,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,37140,55876.0,22,Yes
22,Hogwarts Graduate,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,41933,60608.4,26,No
36,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,40.0,>50 Galleons,80455,90818.0,38,No
33,Hogwarts Graduate,Divorced,Magical Shop Owner,Half-blood,Female,,<=50 Galleons,46072,54284.6,17,No
39,Specialism in a magical field,Married,Other,Half-blood,Female,30.0,>50 Galleons,58424,71484.20000000001,36,No
38,Aurors Specialism,Separated,Dark Forces Defense Consultant,Half-blood,Male,25.0,<=50 Galleons,9608,34104.4,18,Yes
53,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,30.0,<=50 Galleons,22461,41963.8,16,Yes
73,Specialism in a magical field,Married,Auror,Half-blood,Male,10.0,<=50 Galleons,27742,51462.600000000006,15,Yes
44,Dropout,Married,Other,Half-blood,Female,55.0,<=50 Galleons,56636,67965.8,24,No
20,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Muggle born,Female,15.0,<=50 Galleons,3562,30218.6,25,No
28,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Non-binary,50.0,>50 Galleons,42181,59370.8,35,Yes
19,Aurors Specialism,Never-married,Hogwarts Professor,Pureblood,Male,,<=50 Galleons,90485,93692.0,26,Yes
53,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,32.0,>50 Galleons,27943,39727.4,32,Yes
64,Dropout,Married,Magical Librarian,Half-blood,Male,,>50 Galleons,79254,78491.20000000001,33,No
19,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Female,,<=50 Galleons,20968,32506.4,23,No
32,Specialism in a magical field,Married,Other,Half-blood,Male,45.0,>50 Galleons,71207,86098.6,39,Yes
24,Dropout,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,7822,35994.6,18,No
23,Dropout,Married,Auror,Half-blood,Male,40.0,<=50 Galleons,33290,54517.0,25,No
38,Dropout,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,4185,28030.0,21,No
45,Dropout,Separated,Other,Veiled Heritage,Female,40.0,<=50 Galleons,38132,59331.600000000006,24,No
59,Dropout,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,-7762,20838.4,13,No
45,Aurors Specialism,Never-married,Auror,Half-blood,Female,42.0,<=50 Galleons,77937,83099.6,25,No
46,Aurors Specialism,Married,Wandmaker,Half-blood,Female,65.0,>50 Galleons,45880,59948.0,34,No
57,Aurors Specialism,Married,Other,Half-blood,Male,70.0,<=50 Galleons,38455,59703.0,21,Yes
31,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Male,,>50 Galleons,47591,57743.8,38,No
34,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Female,65.0,<=50 Galleons,47534,68012.20000000001,18,No
58,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,51506,59374.8,18,No
17,Dropout,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,46012,53768.6,20,No
42,Hogwarts Graduate,Never-married,Ministry of Magic Official,Pureblood,Female,40.0,<=50 Galleons,45597,61294.6,26,Yes
26,Aurors Specialism,Never-married,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,47879,58626.200000000004,22,No
21,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Female,25.0,<=50 Galleons,39577,47496.600000000006,17,No
60,Hogwarts Graduate,Married,Goblin Liaison Officer,Half-blood,Male,40.0,>50 Galleons,44101,53047.8,34,No
64,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,16372,40805.6,24,No
32,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,50221,64665.8,16,Yes
50,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,30773,50077.4,16,Yes
41,Specialism in a magical field,Divorced,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,-1167,18168.4,27,Yes
32,Aurors Specialism,Married,Auror,Half-blood,Male,55.0,<=50 Galleons,78848,85346.4,23,Yes
59,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,23880,44933.0,39,Yes
55,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,1507,30425.6,25,No
26,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,57892,74302.6,25,No
30,Charms Scholar,Married,Magical Transportation,Half-blood,Male,,>50 Galleons,81258,83778.4,40,No
36,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,74808,75191.4,24,No
48,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,24318,38953.4,21,No
28,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,60.0,<=50 Galleons,67231,69445.8,21,No
35,Specialism in a magical field,Never-married,Other,Pureblood,Non-binary,37.0,<=50 Galleons,46254,58798.200000000004,21,Yes
24,Specialism in a magical field,Never-married,Magical Intelligence Agent,Half-blood,Male,20.0,<=50 Galleons,92560,99357.0,27,No
28,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,,<=50 Galleons,73532,82813.6,14,Yes
46,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,55.0,>50 Galleons,74753,75913.4,36,Yes
25,Dropout,Separated,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,46594,58152.200000000004,27,No
58,Aurors Specialism,Married,Auror,Half-blood,Male,50.0,>50 Galleons,38995,58130.0,37,Yes
58,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,81790,94356.0,37,Yes
29,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Female,40.0,>50 Galleons,34600,54331.0,33,No
30,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,,>50 Galleons,92014,93273.2,31,Yes
30,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,21587,34249.600000000006,20,No
33,Specialism in a magical field,Married,Other,Half-blood,Male,20.0,<=50 Galleons,67641,79557.8,15,No
53,Hogwarts Graduate,Separated,Wandlore Assistant,Pureblood,Female,40.0,<=50 Galleons,13348,39572.4,22,Yes
41,Aurors Specialism,Married,Wandmaker,Half-blood,Male,60.0,<=50 Galleons,75063,85180.4,24,Yes
28,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Female,40.0,<=50 Galleons,7624,29968.2,26,No
41,Hogwarts Graduate,Separated,Other,Half-blood,Male,40.0,<=50 Galleons,59077,67413.6,14,No
21,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Female,,<=50 Galleons,79351,84468.8,18,No
45,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,19070,32995.0,16,No
50,Hogwarts Graduate,Divorced,Wandlore Assistant,Half-blood,Female,40.0,<=50 Galleons,84470,86007.0,27,No
34,Hogwarts Graduate,Divorced,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,82951,95677.8,22,No
43,Aurors Specialism,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,95490,97746.0,42,Yes
38,Aurors Specialism,Married,Gringotts Bank,Half-blood,Male,45.0,>50 Galleons,52040,69909.0,38,Yes
42,Hogwarts Graduate,Separated,Potioneer,Half-blood,Male,15.0,<=50 Galleons,63392,76039.6,15,Yes
32,Aurors Specialism,Married,Potioneer,Half-blood,Female,35.0,<=50 Galleons,12385,31193.0,14,No
20,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,30.0,<=50 Galleons,34081,49609.8,25,No
30,Specialism in a magical field,Married,Other,Half-blood,Female,33.0,>50 Galleons,69659,82391.20000000001,42,No
39,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,50.0,<=50 Galleons,14668,30884.4,24,Yes
35,Specialism in a magical field,Divorced,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,82315,83206.0,16,No
39,Aurors Specialism,Married,Auror,Muggle born,Male,,>50 Galleons,68783,81019.4,34,No
31,Aurors Specialism,Never-married,Magical Shop Owner,Half-blood,Female,45.0,<=50 Galleons,10714,34252.2,17,Yes
64,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Female,20.0,<=50 Galleons,85947,84340.6,13,No
18,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Half-blood,Female,,<=50 Galleons,75458,88150.4,16,No
44,Hogwarts Graduate,Married,Other,Half-blood,Non-binary,40.0,<=50 Galleons,2396,20630.8,26,No
48,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Male,30.0,<=50 Galleons,82991,87979.8,16,No
72,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,38206,59744.8,18,No
46,Aurors Specialism,Married,Gringotts Bank,Half-blood,Male,50.0,>50 Galleons,70992,72554.6,37,Yes
32,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,18555,30215.0,21,No
33,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,55887,66738.6,27,No
45,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,58994,72363.20000000001,27,No
66,Specialism in a magical field,Married,Other,Half-blood,Male,24.0,<=50 Galleons,16278,30546.4,21,No
22,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,58230,76322.0,17,No
41,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,21271,35591.8,22,No
62,Dropout,Divorced,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,75711,86838.8,27,No
39,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,,<=50 Galleons,59912,73740.6,24,Yes
38,Specialism in a magical field,Separated,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,44764,64939.200000000004,21,Yes
45,Dropout,Divorced,Wandlore Assistant,Pureblood,Female,38.0,<=50 Galleons,10452,31474.6,27,Yes
32,Hogwarts Graduate,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,93046,94970.8,16,No
22,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Female,15.0,<=50 Galleons,78288,88084.4,20,No
39,Hogwarts Graduate,Married,Wandmaker,Pureblood,Female,40.0,<=50 Galleons,64491,73839.8,-10000,Yes
39,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,23933,45350.4,37,Yes
53,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Non-binary,50.0,>50 Galleons,48681,64817.8,37,No
42,Specialism in a magical field,Married,Other,Half-blood,Male,40.0,>50 Galleons,30884,44915.2,45,No
36,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,60.0,<=50 Galleons,81130,81007.0,15,Yes
55,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,45.0,<=50 Galleons,-869,16854.8,27,Yes
20,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,32879,44458.2,-10000,No
20,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Male,35.0,<=50 Galleons,66484,75103.20000000001,16,No
39,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,61567,75626.6,20,No
51,Hogwarts Graduate,Married,Other,Half-blood,Male,50.0,>50 Galleons,83185,92301.0,31,Yes
61,Hogwarts Graduate,Married,Other,Half-blood,Male,55.0,<=50 Galleons,83657,88535.6,28,No
18,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,22.0,<=50 Galleons,59722,68632.6,14,No
31,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,50.0,>50 Galleons,58608,75042.4,41,No
27,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,70326,73268.8,16,Yes
69,Aurors Specialism,Married,Auror,Half-blood,Male,35.0,<=50 Galleons,89635,94858.0,16,Yes
43,Specialism in a magical field,Married,Other,Half-blood,Male,32.0,>50 Galleons,40201,48654.8,39,Yes
31,Dropout,Never-married,Magical Librarian,Half-blood,Male,30.0,<=50 Galleons,7874,29338.2,22,No
18,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,65351,81308.8,21,No
27,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,40.0,<=50 Galleons,63186,68621.8,20,Yes
18,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,12.0,<=50 Galleons,55077,72499.6,16,No
50,Hogwarts Graduate,Widowed,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,56574,65067.200000000004,16,No
54,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,51658,67661.4,43,Yes
53,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,22898,47841.4,13,Yes
64,Hogwarts Graduate,Divorced,Magical Shop Owner,Half-blood,Female,38.0,<=50 Galleons,31752,43168.600000000006,13,No
61,Aurors Specialism,Divorced,Magical Intelligence Agent,Half-blood,Female,40.0,<=50 Galleons,8068,33150.4,27,No
43,Aurors Specialism,Married,Hogwarts Professor,Pureblood,Male,,>50 Galleons,62386,74523.8,42,Yes
32,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,50.0,>50 Galleons,52554,63438.200000000004,42,No
26,Specialism in a magical field,Never-married,Magical Shop Owner,Muggle born,Male,40.0,<=50 Galleons,40331,57417.8,24,No
50,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,11613,26036.4,25,No
61,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,45.0,>50 Galleons,76407,91068.6,32,Yes
32,Aurors Specialism,Married,Hogwarts Professor,Half-blood,Female,,<=50 Galleons,87472,93775.6,27,Yes
34,Specialism in a magical field,Married,Potion Ingredients Supplier,Half-blood,Male,30.0,>50 Galleons,74412,87821.6,42,Yes
42,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,34946,56563.8,45,Yes
65,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,20.0,<=50 Galleons,2532,26263.6,24,No
38,Specialism in a magical field,Divorced,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,80367,86203.6,20,No
29,Specialism in a magical field,Married,Other,Half-blood,Male,40.0,<=50 Galleons,13591,40577.8,15,Yes
17,Hogwarts Graduate,Never-married,Wandmaker,Half-blood,Male,20.0,<=50 Galleons,61446,73858.8,16,Yes
48,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Male,,>50 Galleons,36657,44903.600000000006,41,Yes
45,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,50.0,>50 Galleons,80475,93115.0,34,Yes
31,Specialism in a magical field,Never-married,Other,Half-blood,Non-binary,40.0,<=50 Galleons,23023,33471.4,18,No
41,Specialism in a magical field,Divorced,Magical Librarian,Half-blood,Male,20.0,<=50 Galleons,92616,101871.8,17,No
19,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,32.0,<=50 Galleons,33991,43800.8,28,No
49,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,57944,66602.20000000001,18,Yes
29,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Female,,<=50 Galleons,65765,78612.0,25,No
58,Specialism in a magical field,Separated,Wandmaker,Half-blood,Male,40.0,>50 Galleons,34132,46471.600000000006,32,Yes
50,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,81824,82883.20000000001,22,No
39,Specialism in a magical field,Married,Other,Half-blood,Male,48.0,>50 Galleons,53820,61512.0,34,Yes
28,Charms Scholar,Never-married,Other,Half-blood,Male,55.0,>50 Galleons,36776,57728.8,40,No
19,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Male,40.0,<=50 Galleons,10804,37171.2,19,Yes
32,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,,<=50 Galleons,21043,45178.4,28,No
32,Specialism in a magical field,Divorced,Potioneer,Pureblood,Female,40.0,<=50 Galleons,45559,59618.200000000004,18,Yes
42,Specialism in a magical field,Never-married,Auror,Half-blood,Male,,<=50 Galleons,40674,56091.2,28,No
30,Aurors Specialism,Divorced,Gringotts Bank,Pureblood,Male,40.0,<=50 Galleons,10906,25224.800000000003,25,Yes
38,Hogwarts Graduate,Married,Auror,Half-blood,Male,,>50 Galleons,85231,86143.8,31,No
52,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,51883,57530.4,27,No
53,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,,<=50 Galleons,50724,67796.20000000001,21,Yes
24,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,19133,38943.4,24,Yes
27,Aurors Specialism,Married,Other,Muggle born,Male,20.0,<=50 Galleons,39450,48171.0,21,No
32,Aurors Specialism,Divorced,Dark Forces Defense Consultant,Half-blood,Female,,<=50 Galleons,7200,32195.0,16,No
25,Specialism in a magical field,Never-married,Magical Shop Owner,Muggle born,Male,20.0,<=50 Galleons,52703,67555.4,17,No
42,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Female,,<=50 Galleons,82534,89472.2,20,No
50,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,50.0,>50 Galleons,43177,59352.6,33,Yes
42,Specialism in a magical field,Married,Potioneer,Half-blood,Male,50.0,<=50 Galleons,71288,85935.4,20,Yes
56,Hogwarts Graduate,Married,Hogwarts Professor,Pureblood,Male,40.0,<=50 Galleons,36790,55420.0,23,Yes
52,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,50.0,<=50 Galleons,87391,85545.8,14,Yes
41,Dropout,Married,Magical Transportation,Half-blood,Male,43.0,<=50 Galleons,66725,82271.0,23,No
42,Specialism in a magical field,Married,Auror,Half-blood,Female,40.0,>50 Galleons,59564,76340.20000000001,34,No
30,Dropout,Married,Hogwarts Professor,Half-blood,Male,32.0,>50 Galleons,43405,51304.0,35,No
26,Aurors Specialism,Married,Auror,Half-blood,Female,45.0,>50 Galleons,29870,44245.0,44,Yes
37,Charms Scholar,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,96617,102582.6,30,No
29,Hogwarts Graduate,Married,Hogwarts Professor,Muggle born,Male,40.0,<=50 Galleons,64477,71510.6,17,No
46,Dropout,Married,Magical Shop Owner,Pureblood,Female,30.0,<=50 Galleons,45011,59365.8,25,No
50,Specialism in a magical field,Divorced,Wandmaker,Half-blood,Female,36.0,<=50 Galleons,58652,67376.6,26,No
37,Hogwarts Graduate,Married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,43603,59576.4,27,No
53,Dropout,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,50473,66996.4,15,No
26,Specialism in a magical field,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,74452,88403.6,16,No
30,Hogwarts Graduate,Married,Wandlore Assistant,Half-blood,Female,45.0,<=50 Galleons,70931,86601.8,17,No
70,Aurors Specialism,Married,Magical Shop Owner,Half-blood,Male,22.0,<=50 Galleons,84616,96281.8,17,Yes
48,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,46493,64055.4,40,Yes
28,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,74025,83977.0,16,No
38,Specialism in a magical field,Divorced,Wandmaker,Half-blood,Female,,<=50 Galleons,87164,96500.2,26,No
38,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,74416,87780.8,16,No
33,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,84547,89210.6,35,No
27,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,38399,51789.2,20,No
44,Specialism in a magical field,Married,Magical Transportation,Half-blood,Male,60.0,<=50 Galleons,2536,29592.8,22,Yes
18,Specialism in a magical field,Never-married,Auror,Half-blood,Male,60.0,<=50 Galleons,38643,50884.4,20,No
21,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Female,8.0,<=50 Galleons,49511,56981.8,17,No
31,Hogwarts Graduate,Never-married,Auror,Half-blood,Female,45.0,<=50 Galleons,80789,91357.20000000001,18,No
29,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,,<=50 Galleons,43248,56174.4,24,No
23,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Female,,<=50 Galleons,24763,35458.4,22,No
62,Aurors Specialism,Widowed,Other,Half-blood,Female,,<=50 Galleons,8846,24509.8,14,Yes
62,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,70.0,<=50 Galleons,38002,54871.600000000006,17,Yes
29,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,55.0,<=50 Galleons,11235,27137.0,16,Yes
38,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,57768,70973.4,16,No
46,Specialism in a magical field,Divorced,Other,Half-blood,Female,10.0,<=50 Galleons,17831,41191.8,-10000,No
30,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,50.0,>50 Galleons,57873,74902.4,35,Yes
29,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,20.0,<=50 Galleons,-1148,20923.6,-10000,Yes
71,Aurors Specialism,Widowed,Dark Forces Defense Consultant,Half-blood,Male,20.0,<=50 Galleons,67956,76597.8,21,Yes
37,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,40009,50671.2,21,Yes
21,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Male,35.0,<=50 Galleons,7631,34229.8,24,Yes
53,Specialism in a magical field,Divorced,Gringotts Bank,Half-blood,Female,43.0,<=50 Galleons,96126,102539.8,28,No
63,Specialism in a magical field,Married,Other,Muggle born,Male,40.0,>50 Galleons,56974,63152.200000000004,34,No
20,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Female,35.0,<=50 Galleons,15621,41353.8,26,No
52,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,45.0,<=50 Galleons,68315,77388.0,17,Yes
40,Specialism in a magical field,Married,Other,Half-blood,Male,40.0,>50 Galleons,90254,96077.2,34,No
52,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,44.0,<=50 Galleons,42907,60732.6,20,Yes
31,Specialism in a magical field,Never-married,Wandlore Assistant,Half-blood,Female,43.0,<=50 Galleons,30974,44212.2,25,No
23,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Male,15.0,<=50 Galleons,12021,31017.800000000003,16,Yes
53,Aurors Specialism,Divorced,Wandmaker,Half-blood,Male,50.0,<=50 Galleons,75677,85281.6,14,Yes
50,Hogwarts Graduate,Married,Other,Half-blood,Female,30.0,<=50 Galleons,53937,71494.6,16,No
58,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,45.0,>50 Galleons,49373,67809.4,44,Yes
38,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,,<=50 Galleons,22265,44494.0,18,Yes
