,age,education,marital_status,occupation,bloodline,gender,hours_per_week,income_bracket,magical_artifact_possession_score,magical_artifact_power_level,number_of_spells_mastered,gringotts_approved_loan,income_bracket_numeric,number_of_spells_mastered_zscore
4503,24,Dropout,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,7822,35994.6,18,0,0,0.11251624081930925
4504,23,Dropout,Married,Auror,Half-blood,Male,40.0,<=50 Galleons,33290,54517.0,25,0,0,0.11850160206055224
4505,38,Dropout,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,4185,28030.0,21,0,0,0.11508139563698482
4506,45,Dropout,Separated,Other,Veiled Heritage,Female,40.0,<=50 Galleons,38132,59331.600000000006,24,0,0,0.11764655045466038
4507,59,Dropout,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,-7762,20838.4,13,0,0,0.10824098278984998
4508,45,Aurors Specialism,Never-married,Auror,Half-blood,Female,42.0,<=50 Galleons,77937,83099.6,25,0,0,0.11850160206055224
4509,46,Aurors Specialism,Married,Wandmaker,Half-blood,Female,65.0,>50 Galleons,45880,59948.0,34,0,1,0.12619706651357893
4510,57,Aurors Specialism,Married,Other,Half-blood,Male,70.0,<=50 Galleons,38455,59703.0,21,1,0,0.11508139563698482
4511,31,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Male,40.0,>50 Galleons,47591,57743.8,38,0,1,0.12961727293714637
4512,34,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Female,65.0,<=50 Galleons,47534,68012.20000000001,18,0,0,0.11251624081930925
4513,58,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,51506,59374.8,18,0,0,0.11251624081930925
4514,17,Dropout,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,46012,53768.6,20,0,0,0.11422634403109296
4515,42,Hogwarts Graduate,Never-married,Ministry of Magic Official,Pureblood,Female,40.0,<=50 Galleons,45597,61294.6,26,1,0,0.11935665366644409
4516,26,Aurors Specialism,Never-married,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,47879,58626.2,22,0,0,0.11593644724287668
4517,21,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Female,25.0,<=50 Galleons,39577,47496.600000000006,17,0,0,0.11166118921341739
4518,60,Hogwarts Graduate,Married,Goblin Liaison Officer,Half-blood,Male,40.0,>50 Galleons,44101,53047.8,34,0,1,0.12619706651357893
4519,64,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,16372,40805.6,24,0,0,0.11764655045466038
4520,32,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,50221,64665.8,16,1,0,0.11080613760752554
4521,50,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,30773,50077.4,16,1,0,0.11080613760752554
4522,41,Specialism in a magical field,Divorced,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,-1167,18168.4,27,1,0,0.12021170527233595
4523,32,Aurors Specialism,Married,Auror,Half-blood,Male,55.0,<=50 Galleons,78848,85346.4,23,1,0,0.11679149884876852
4524,59,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,23880,44933.0,39,1,1,0.1304723245430382
4525,55,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,1507,30425.6,25,0,0,0.11850160206055224
4526,26,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,57892,74302.6,25,0,0,0.11850160206055224
4527,30,Charms Scholar,Married,Magical Transportation,Half-blood,Male,40.0,>50 Galleons,81258,83778.4,40,0,1,0.13132737614893006
4528,36,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,74808,75191.4,24,0,0,0.11764655045466038
4529,48,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,24318,38953.4,21,0,0,0.11508139563698482
4530,28,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,60.0,<=50 Galleons,67231,69445.8,21,0,0,0.11508139563698482
4531,35,Specialism in a magical field,Never-married,Other,Pureblood,Non-binary,37.0,<=50 Galleons,46254,58798.2,21,1,0,0.11508139563698482
4532,24,Specialism in a magical field,Never-married,Magical Intelligence Agent,Half-blood,Male,20.0,<=50 Galleons,92560,99357.0,27,0,0,0.12021170527233595
4533,28,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,73532,82813.6,14,1,0,0.10909603439574182
4534,46,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,55.0,>50 Galleons,74753,75913.4,36,1,1,0.12790716972536265
4535,25,Dropout,Separated,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,46594,58152.2,27,0,0,0.12021170527233595
4536,58,Aurors Specialism,Married,Auror,Half-blood,Male,50.0,>50 Galleons,38995,58130.0,37,1,1,0.1287622213312545
4537,58,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,81790,94356.0,37,1,1,0.1287622213312545
4538,29,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Female,40.0,>50 Galleons,34600,54331.0,33,0,1,0.12534201490768707
4539,30,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,92014,93273.2,31,1,1,0.12363191169590337
4540,30,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,21587,34249.600000000006,20,0,0,0.11422634403109296
4541,33,Specialism in a magical field,Married,Other,Half-blood,Male,20.0,<=50 Galleons,67641,79557.8,15,0,0,0.10995108600163368
4542,53,Hogwarts Graduate,Separated,Wandlore Assistant,Pureblood,Female,40.0,<=50 Galleons,13348,39572.4,22,1,0,0.11593644724287668
4543,41,Aurors Specialism,Married,Wandmaker,Half-blood,Male,60.0,<=50 Galleons,75063,85180.4,24,1,0,0.11764655045466038
4544,28,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Female,40.0,<=50 Galleons,7624,29968.2,26,0,0,0.11935665366644409
4545,41,Hogwarts Graduate,Separated,Other,Half-blood,Male,40.0,<=50 Galleons,59077,67413.6,14,0,0,0.10909603439574182
4546,21,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,79351,84468.8,18,0,0,0.11251624081930925
4547,45,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,19070,32995.0,16,0,0,0.11080613760752554
4548,50,Hogwarts Graduate,Divorced,Wandlore Assistant,Half-blood,Female,40.0,<=50 Galleons,84470,86007.0,27,0,0,0.12021170527233595
4549,34,Hogwarts Graduate,Divorced,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,82951,95677.8,22,0,0,0.11593644724287668
4550,43,Aurors Specialism,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,95490,97746.0,42,1,1,0.13303747936071378
4551,38,Aurors Specialism,Married,Gringotts Bank,Half-blood,Male,45.0,>50 Galleons,52040,69909.0,38,1,1,0.12961727293714637
4552,42,Hogwarts Graduate,Separated,Potioneer,Half-blood,Male,15.0,<=50 Galleons,63392,76039.6,15,1,0,0.10995108600163368
4553,32,Aurors Specialism,Married,Potioneer,Half-blood,Female,35.0,<=50 Galleons,12385,31193.0,14,0,0,0.10909603439574182
4554,20,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,30.0,<=50 Galleons,34081,49609.8,25,0,0,0.11850160206055224
4555,30,Specialism in a magical field,Married,Other,Half-blood,Female,33.0,>50 Galleons,69659,82391.20000000001,42,0,1,0.13303747936071378
4556,39,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,50.0,<=50 Galleons,14668,30884.4,24,1,0,0.11764655045466038
4557,35,Specialism in a magical field,Divorced,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,82315,83206.0,16,0,0,0.11080613760752554
4558,39,Aurors Specialism,Married,Auror,Muggle born,Male,40.0,>50 Galleons,68783,81019.4,34,0,1,0.12619706651357893
4559,31,Aurors Specialism,Never-married,Magical Shop Owner,Half-blood,Female,45.0,<=50 Galleons,10714,34252.2,17,1,0,0.11166118921341739
4560,64,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Female,20.0,<=50 Galleons,85947,84340.6,13,0,0,0.10824098278984998
4561,18,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Half-blood,Female,40.0,<=50 Galleons,75458,88150.4,16,0,0,0.11080613760752554
4562,44,Hogwarts Graduate,Married,Other,Half-blood,Non-binary,40.0,<=50 Galleons,2396,20630.8,26,0,0,0.11935665366644409
4563,48,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Male,30.0,<=50 Galleons,82991,87979.8,16,0,0,0.11080613760752554
4564,72,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,38206,59744.8,18,0,0,0.11251624081930925
4565,46,Aurors Specialism,Married,Gringotts Bank,Half-blood,Male,50.0,>50 Galleons,70992,72554.6,37,1,1,0.1287622213312545
4566,32,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,18555,30215.0,21,0,0,0.11508139563698482
4567,33,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,55887,66738.6,27,0,0,0.12021170527233595
4568,45,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,58994,72363.20000000001,27,0,0,0.12021170527233595
4569,66,Specialism in a magical field,Married,Other,Half-blood,Male,24.0,<=50 Galleons,16278,30546.4,21,0,0,0.11508139563698482
4570,22,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,58230,76322.0,17,0,0,0.11166118921341739
4571,41,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,21271,35591.8,22,0,0,0.11593644724287668
4572,62,Dropout,Divorced,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,75711,86838.8,27,0,0,0.12021170527233595
4573,39,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,40.0,<=50 Galleons,59912,73740.6,24,1,0,0.11764655045466038
4574,38,Specialism in a magical field,Separated,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,44764,64939.2,21,1,0,0.11508139563698482
4575,45,Dropout,Divorced,Wandlore Assistant,Pureblood,Female,38.0,<=50 Galleons,10452,31474.6,27,1,0,0.12021170527233595
4576,32,Hogwarts Graduate,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,93046,94970.8,16,0,0,0.11080613760752554
4577,22,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Female,15.0,<=50 Galleons,78288,88084.4,20,0,0,0.11422634403109296
4579,39,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,23933,45350.4,37,1,1,0.1287622213312545
4580,53,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Non-binary,50.0,>50 Galleons,48681,64817.8,37,0,1,0.1287622213312545
4581,42,Specialism in a magical field,Married,Other,Half-blood,Male,40.0,>50 Galleons,30884,44915.2,45,0,1,0.13560263417838933
4582,36,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,60.0,<=50 Galleons,81130,81007.0,15,1,0,0.10995108600163368
4583,55,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,45.0,<=50 Galleons,-869,16854.8,27,1,0,0.12021170527233595
4585,20,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Male,35.0,<=50 Galleons,66484,75103.20000000001,16,0,0,0.11080613760752554
4586,39,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,61567,75626.6,20,0,0,0.11422634403109296
4587,51,Hogwarts Graduate,Married,Other,Half-blood,Male,50.0,>50 Galleons,83185,92301.0,31,1,1,0.12363191169590337
4588,61,Hogwarts Graduate,Married,Other,Half-blood,Male,55.0,<=50 Galleons,83657,88535.6,28,0,0,0.12106675687822781
4589,18,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,22.0,<=50 Galleons,59722,68632.6,14,0,0,0.10909603439574182
4590,31,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,50.0,>50 Galleons,58608,75042.4,41,0,1,0.13218242775482192
4591,27,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,70326,73268.8,16,1,0,0.11080613760752554
4592,69,Aurors Specialism,Married,Auror,Half-blood,Male,35.0,<=50 Galleons,89635,94858.0,16,1,0,0.11080613760752554
4593,43,Specialism in a magical field,Married,Other,Half-blood,Male,32.0,>50 Galleons,40201,48654.8,39,1,1,0.1304723245430382
4594,31,Dropout,Never-married,Magical Librarian,Half-blood,Male,30.0,<=50 Galleons,7874,29338.2,22,0,0,0.11593644724287668
4595,18,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,65351,81308.8,21,0,0,0.11508139563698482
4596,27,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,40.0,<=50 Galleons,63186,68621.8,20,1,0,0.11422634403109296
4597,18,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,12.0,<=50 Galleons,55077,72499.6,16,0,0,0.11080613760752554
4598,50,Hogwarts Graduate,Widowed,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,56574,65067.2,16,0,0,0.11080613760752554
4599,54,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,51658,67661.4,43,1,1,0.13389253096660564
4600,53,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,22898,47841.4,13,1,0,0.10824098278984998
4601,64,Hogwarts Graduate,Divorced,Magical Shop Owner,Half-blood,Female,38.0,<=50 Galleons,31752,43168.600000000006,13,0,0,0.10824098278984998
4602,61,Aurors Specialism,Divorced,Magical Intelligence Agent,Half-blood,Female,40.0,<=50 Galleons,8068,33150.4,27,0,0,0.12021170527233595
4603,43,Aurors Specialism,Married,Hogwarts Professor,Pureblood,Male,40.0,>50 Galleons,62386,74523.8,42,1,1,0.13303747936071378
4604,32,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,50.0,>50 Galleons,52554,63438.2,42,0,1,0.13303747936071378
4605,26,Specialism in a magical field,Never-married,Magical Shop Owner,Muggle born,Male,40.0,<=50 Galleons,40331,57417.8,24,0,0,0.11764655045466038
4606,50,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,11613,26036.4,25,0,0,0.11850160206055224
4607,61,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,45.0,>50 Galleons,76407,91068.6,32,1,1,0.12448696330179522
4608,32,Aurors Specialism,Married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,87472,93775.6,27,1,0,0.12021170527233595
4609,34,Specialism in a magical field,Married,Potion Ingredients Supplier,Half-blood,Male,30.0,>50 Galleons,74412,87821.6,42,1,1,0.13303747936071378
4610,42,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,34946,56563.8,45,1,1,0.13560263417838933
4611,65,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,20.0,<=50 Galleons,2532,26263.6,24,0,0,0.11764655045466038
4612,38,Specialism in a magical field,Divorced,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,80367,86203.6,20,0,0,0.11422634403109296
4613,29,Specialism in a magical field,Married,Other,Half-blood,Male,40.0,<=50 Galleons,13591,40577.8,15,1,0,0.10995108600163368
4614,17,Hogwarts Graduate,Never-married,Wandmaker,Half-blood,Male,20.0,<=50 Galleons,61446,73858.8,16,1,0,0.11080613760752554
4615,48,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Male,40.0,>50 Galleons,36657,44903.600000000006,41,1,1,0.13218242775482192
4616,45,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,50.0,>50 Galleons,80475,93115.0,34,1,1,0.12619706651357893
4617,31,Specialism in a magical field,Never-married,Other,Half-blood,Non-binary,40.0,<=50 Galleons,23023,33471.4,18,0,0,0.11251624081930925
4618,41,Specialism in a magical field,Divorced,Magical Librarian,Half-blood,Male,20.0,<=50 Galleons,92616,101871.8,17,0,0,0.11166118921341739
4619,19,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,32.0,<=50 Galleons,33991,43800.8,28,0,0,0.12106675687822781
4620,49,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,57944,66602.20000000001,18,1,0,0.11251624081930925
4621,29,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,65765,78612.0,25,0,0,0.11850160206055224
4622,58,Specialism in a magical field,Separated,Wandmaker,Half-blood,Male,40.0,>50 Galleons,34132,46471.600000000006,32,1,1,0.12448696330179522
4623,50,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,81824,82883.20000000001,22,0,0,0.11593644724287668
4624,39,Specialism in a magical field,Married,Other,Half-blood,Male,48.0,>50 Galleons,53820,61512.0,34,1,1,0.12619706651357893
4625,28,Charms Scholar,Never-married,Other,Half-blood,Male,55.0,>50 Galleons,36776,57728.8,40,0,1,0.13132737614893006
4626,19,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Male,40.0,<=50 Galleons,10804,37171.2,19,1,0,0.11337129242520111
4627,32,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,21043,45178.4,28,0,0,0.12106675687822781
4628,32,Specialism in a magical field,Divorced,Potioneer,Pureblood,Female,40.0,<=50 Galleons,45559,59618.2,18,1,0,0.11251624081930925
4629,42,Specialism in a magical field,Never-married,Auror,Half-blood,Male,40.0,<=50 Galleons,40674,56091.2,28,0,0,0.12106675687822781
4630,30,Aurors Specialism,Divorced,Gringotts Bank,Pureblood,Male,40.0,<=50 Galleons,10906,25224.800000000003,25,1,0,0.11850160206055224
4631,38,Hogwarts Graduate,Married,Auror,Half-blood,Male,40.0,>50 Galleons,85231,86143.8,31,0,1,0.12363191169590337
4632,52,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,51883,57530.4,27,0,0,0.12021170527233595
4633,53,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,40.0,<=50 Galleons,50724,67796.20000000001,21,1,0,0.11508139563698482
4634,24,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,19133,38943.4,24,1,0,0.11764655045466038
4635,27,Aurors Specialism,Married,Other,Muggle born,Male,20.0,<=50 Galleons,39450,48171.0,21,0,0,0.11508139563698482
4636,32,Aurors Specialism,Divorced,Dark Forces Defense Consultant,Half-blood,Female,40.0,<=50 Galleons,7200,32195.0,16,0,0,0.11080613760752554
4637,25,Specialism in a magical field,Never-married,Magical Shop Owner,Muggle born,Male,20.0,<=50 Galleons,52703,67555.4,17,0,0,0.11166118921341739
4638,42,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Female,40.0,<=50 Galleons,82534,89472.2,20,0,0,0.11422634403109296
4639,50,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,50.0,>50 Galleons,43177,59352.6,33,1,1,0.12534201490768707
4640,42,Specialism in a magical field,Married,Potioneer,Half-blood,Male,50.0,<=50 Galleons,71288,85935.4,20,1,0,0.11422634403109296
4641,56,Hogwarts Graduate,Married,Hogwarts Professor,Pureblood,Male,40.0,<=50 Galleons,36790,55420.0,23,1,0,0.11679149884876852
4642,52,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,50.0,<=50 Galleons,87391,85545.8,14,1,0,0.10909603439574182
4643,41,Dropout,Married,Magical Transportation,Half-blood,Male,43.0,<=50 Galleons,66725,82271.0,23,0,0,0.11679149884876852
4644,42,Specialism in a magical field,Married,Auror,Half-blood,Female,40.0,>50 Galleons,59564,76340.20000000001,34,0,1,0.12619706651357893
4645,30,Dropout,Married,Hogwarts Professor,Half-blood,Male,32.0,>50 Galleons,43405,51304.0,35,0,1,0.12705211811947079
4646,26,Aurors Specialism,Married,Auror,Half-blood,Female,45.0,>50 Galleons,29870,44245.0,44,1,1,0.1347475825724975
4647,37,Charms Scholar,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,96617,102582.6,30,0,1,0.12277686009001151
4648,29,Hogwarts Graduate,Married,Hogwarts Professor,Muggle born,Male,40.0,<=50 Galleons,64477,71510.6,17,0,0,0.11166118921341739
4649,46,Dropout,Married,Magical Shop Owner,Pureblood,Female,30.0,<=50 Galleons,45011,59365.8,25,0,0,0.11850160206055224
4650,50,Specialism in a magical field,Divorced,Wandmaker,Half-blood,Female,36.0,<=50 Galleons,58652,67376.6,26,0,0,0.11935665366644409
4651,37,Hogwarts Graduate,Married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,43603,59576.4,27,0,0,0.12021170527233595
4652,53,Dropout,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,50473,66996.4,15,0,0,0.10995108600163368
4653,26,Specialism in a magical field,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,74452,88403.6,16,0,0,0.11080613760752554
4654,30,Hogwarts Graduate,Married,Wandlore Assistant,Half-blood,Female,45.0,<=50 Galleons,70931,86601.8,17,0,0,0.11166118921341739
4655,70,Aurors Specialism,Married,Magical Shop Owner,Half-blood,Male,22.0,<=50 Galleons,84616,96281.8,17,1,0,0.11166118921341739
4656,48,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,46493,64055.4,40,1,1,0.13132737614893006
4657,28,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,74025,83977.0,16,0,0,0.11080613760752554
4658,38,Specialism in a magical field,Divorced,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,87164,96500.2,26,0,0,0.11935665366644409
4659,38,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,74416,87780.8,16,0,0,0.11080613760752554
4660,33,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,84547,89210.6,35,0,1,0.12705211811947079
4661,27,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,38399,51789.2,20,0,0,0.11422634403109296
4662,44,Specialism in a magical field,Married,Magical Transportation,Half-blood,Male,60.0,<=50 Galleons,2536,29592.8,22,1,0,0.11593644724287668
4663,18,Specialism in a magical field,Never-married,Auror,Half-blood,Male,60.0,<=50 Galleons,38643,50884.4,20,0,0,0.11422634403109296
4664,21,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Female,8.0,<=50 Galleons,49511,56981.8,17,0,0,0.11166118921341739
4665,31,Hogwarts Graduate,Never-married,Auror,Half-blood,Female,45.0,<=50 Galleons,80789,91357.2,18,0,0,0.11251624081930925
4666,29,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,43248,56174.4,24,0,0,0.11764655045466038
4667,23,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Female,40.0,<=50 Galleons,24763,35458.4,22,0,0,0.11593644724287668
4668,62,Aurors Specialism,Widowed,Other,Half-blood,Female,40.0,<=50 Galleons,8846,24509.8,14,1,0,0.10909603439574182
4669,62,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,70.0,<=50 Galleons,38002,54871.600000000006,17,1,0,0.11166118921341739
4670,29,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,55.0,<=50 Galleons,11235,27137.0,16,1,0,0.11080613760752554
4671,38,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,57768,70973.4,16,0,0,0.11080613760752554
4673,30,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,50.0,>50 Galleons,57873,74902.4,35,1,1,0.12705211811947079
4675,71,Aurors Specialism,Widowed,Dark Forces Defense Consultant,Half-blood,Male,20.0,<=50 Galleons,67956,76597.8,21,1,0,0.11508139563698482
4676,37,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,40009,50671.2,21,1,0,0.11508139563698482
4677,21,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Male,35.0,<=50 Galleons,7631,34229.8,24,1,0,0.11764655045466038
4678,53,Specialism in a magical field,Divorced,Gringotts Bank,Half-blood,Female,43.0,<=50 Galleons,96126,102539.8,28,0,0,0.12106675687822781
4679,63,Specialism in a magical field,Married,Other,Muggle born,Male,40.0,>50 Galleons,56974,63152.2,34,0,1,0.12619706651357893
4680,20,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Female,35.0,<=50 Galleons,15621,41353.8,26,0,0,0.11935665366644409
4681,52,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,45.0,<=50 Galleons,68315,77388.0,17,1,0,0.11166118921341739
4682,40,Specialism in a magical field,Married,Other,Half-blood,Male,40.0,>50 Galleons,90254,96077.2,34,0,1,0.12619706651357893
4683,52,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,44.0,<=50 Galleons,42907,60732.6,20,1,0,0.11422634403109296
4684,31,Specialism in a magical field,Never-married,Wandlore Assistant,Half-blood,Female,43.0,<=50 Galleons,30974,44212.2,25,0,0,0.11850160206055224
4685,23,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Male,15.0,<=50 Galleons,12021,31017.800000000003,16,1,0,0.11080613760752554
4686,53,Aurors Specialism,Divorced,Wandmaker,Half-blood,Male,50.0,<=50 Galleons,75677,85281.6,14,1,0,0.10909603439574182
4687,50,Hogwarts Graduate,Married,Other,Half-blood,Female,30.0,<=50 Galleons,53937,71494.6,16,0,0,0.11080613760752554
4688,58,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,45.0,>50 Galleons,49373,67809.4,44,1,1,0.1347475825724975
4689,38,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,22265,44494.0,18,1,0,0.11251624081930925
4690,36,Hogwarts Graduate,Separated,Magical Transportation,Half-blood,Female,38.0,<=50 Galleons,78419,81469.20000000001,24,0,0,0.11764655045466038
4691,46,Hogwarts Graduate,Married,Goblin Liaison Officer,Pureblood,Male,40.0,>50 Galleons,76814,80268.20000000001,38,1,1,0.12961727293714637
4692,19,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Female,10.0,<=50 Galleons,21510,34945.0,19,0,0,0.11337129242520111
4693,24,Hogwarts Graduate,Never-married,Other,Half-blood,Female,25.0,<=50 Galleons,36195,58199.0,20,0,0,0.11422634403109296
4694,58,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,13520,35436.0,15,0,0,0.10995108600163368
4695,29,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Female,35.0,<=50 Galleons,26762,46077.600000000006,17,0,0,0.11166118921341739
4696,42,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,60.0,>50 Galleons,42789,59688.2,30,1,1,0.12277686009001151
4697,62,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,55.0,>50 Galleons,58888,74624.4,36,1,1,0.12790716972536265
4698,23,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,35996,47910.8,32,1,1,0.12448696330179522
